id,extracted,not_ext_reason,transformed,not_trans_reason,loaded,not_loaded_reason
680,True,,False,transformation error,False,
683,True,,False,transformation error,False,
684,True,,False,transformation error,False,
685,True,,False,transformation error,False,
687,True,,False,transformation error,False,
689,True,,False,transformation error,False,
690,True,,False,transformation error,False,
691,True,,False,transformation error,False,
692,True,,False,transformation error,False,
694,True,,False,transformation error,False,
695,True,,False,transformation error,False,
696,True,,False,transformation error,False,
697,True,,False,transformation error,False,
698,True,,False,transformation error,False,
699,True,,False,transformation error,False,
701,True,,False,transformation error,False,
702,True,,False,transformation error,False,
703,True,,False,transformation error,False,
704,True,,False,transformation error,False,
706,True,,False,transformation error,False,
707,True,,False,transformation error,False,
708,True,,False,transformation error,False,
709,True,,False,transformation error,False,
711,True,,False,transformation error,False,
712,True,,False,transformation error,False,
713,True,,False,transformation error,False,
716,True,,False,transformation error,False,
718,True,,False,transformation error,False,
719,True,,False,transformation error,False,
720,True,,False,transformation error,False,
721,True,,False,transformation error,False,
723,True,,False,transformation error,False,
724,True,,False,transformation error,False,
725,True,,False,transformation error,False,
726,True,,False,transformation error,False,
728,True,,False,transformation error,False,
729,True,,False,transformation error,False,
732,True,,False,transformation error,False,
733,True,,False,transformation error,False,
734,True,,False,transformation error,False,
735,True,,False,transformation error,False,
736,True,,False,transformation error,False,
737,True,,False,transformation error,False,
740,True,,False,transformation error,False,
741,True,,False,transformation error,False,
743,True,,False,transformation error,False,
744,True,,False,transformation error,False,
745,True,,False,transformation error,False,
746,True,,False,transformation error,False,
747,True,,False,transformation error,False,
748,True,,False,transformation error,False,
749,True,,False,transformation error,False,
750,True,,False,transformation error,False,
757,True,,False,transformation error,False,
758,True,,False,transformation error,False,
759,True,,False,transformation error,False,
760,True,,False,transformation error,False,
761,True,,False,transformation error,False,
762,True,,False,transformation error,False,
763,True,,False,transformation error,False,
764,True,,False,transformation error,False,
765,True,,False,transformation error,False,
766,True,,False,transformation error,False,
767,True,,False,transformation error,False,
768,True,,False,transformation error,False,
769,True,,False,transformation error,False,
772,True,,False,transformation error,False,
774,True,,False,transformation error,False,
775,True,,False,transformation error,False,
776,True,,False,transformation error,False,
777,True,,False,transformation error,False,
779,True,,False,transformation error,False,
780,True,,False,transformation error,False,
781,True,,False,transformation error,False,
782,True,,False,transformation error,False,
783,True,,False,transformation error,False,
784,True,,False,transformation error,False,
785,True,,False,transformation error,False,
786,True,,False,transformation error,False,
787,True,,False,transformation error,False,
788,True,,False,transformation error,False,
789,True,,False,transformation error,False,
790,True,,False,transformation error,False,
791,True,,False,transformation error,False,
792,True,,False,transformation error,False,
795,True,,False,transformation error,False,
796,True,,False,transformation error,False,
797,True,,False,transformation error,False,
798,True,,False,transformation error,False,
799,True,,False,transformation error,False,
801,True,,False,transformation error,False,
802,True,,False,transformation error,False,
804,True,,False,transformation error,False,
805,True,,False,transformation error,False,
806,True,,False,transformation error,False,
807,True,,False,transformation error,False,
808,True,,False,transformation error,False,
810,True,,False,transformation error,False,
812,True,,False,transformation error,False,
813,True,,False,transformation error,False,
814,True,,False,transformation error,False,
815,True,,False,transformation error,False,
816,True,,False,transformation error,False,
819,True,,False,transformation error,False,
821,True,,False,transformation error,False,
822,True,,False,transformation error,False,
823,True,,False,transformation error,False,
824,True,,False,transformation error,False,
825,True,,False,transformation error,False,
826,True,,False,transformation error,False,
827,True,,False,transformation error,False,
828,True,,False,transformation error,False,
831,True,,False,transformation error,False,
833,True,,False,transformation error,False,
834,True,,False,transformation error,False,
835,True,,False,transformation error,False,
836,True,,False,transformation error,False,
837,True,,False,transformation error,False,
838,True,,False,transformation error,False,
839,True,,False,transformation error,False,
840,True,,False,transformation error,False,
841,True,,False,transformation error,False,
842,True,,False,transformation error,False,
844,True,,False,transformation error,False,
847,True,,False,transformation error,False,
848,True,,True,transformation error,True,
850,True,,False,transformation error,False,
852,True,,False,transformation error,False,
853,True,,False,transformation error,False,
854,True,,False,transformation error,False,
857,True,,False,transformation error,False,
858,True,,False,transformation error,False,
859,True,,False,transformation error,False,
860,True,,False,transformation error,False,
861,True,,False,transformation error,False,
862,True,,False,transformation error,False,
866,True,,False,transformation error,False,
867,True,,False,transformation error,False,
868,True,,False,transformation error,False,
870,True,,False,transformation error,False,
871,True,,False,transformation error,False,
873,True,,False,transformation error,False,
874,True,,False,transformation error,False,
875,True,,False,transformation error,False,
876,True,,False,transformation error,False,
877,True,,False,transformation error,False,
878,True,,False,transformation error,False,
879,True,,False,transformation error,False,
880,True,,False,transformation error,False,
881,True,,False,transformation error,False,
882,True,,False,transformation error,False,
883,True,,False,transformation error,False,
884,True,,False,transformation error,False,
886,True,,False,transformation error,False,
887,True,,False,transformation error,False,
888,True,,False,transformation error,False,
889,True,,False,transformation error,False,
890,True,,False,transformation error,False,
891,True,,False,transformation error,False,
893,True,,False,transformation error,False,
894,True,,False,transformation error,False,
895,True,,True,transformation error,True,
896,True,,False,transformation error,False,
897,True,,False,transformation error,False,
898,True,,False,transformation error,False,
899,True,,False,transformation error,False,
901,True,,False,transformation error,False,
903,True,,False,transformation error,False,
904,True,,False,transformation error,False,
905,True,,False,transformation error,False,
906,True,,False,transformation error,False,
907,True,,False,transformation error,False,
908,True,,False,transformation error,False,
909,True,,False,transformation error,False,
910,True,,False,transformation error,False,
911,True,,False,transformation error,False,
912,True,,False,transformation error,False,
913,True,,False,transformation error,False,
914,True,,False,transformation error,False,
915,True,,False,transformation error,False,
916,True,,False,transformation error,False,
917,True,,False,transformation error,False,
918,True,,False,transformation error,False,
919,True,,False,transformation error,False,
920,True,,False,transformation error,False,
921,True,,False,transformation error,False,
922,True,,False,transformation error,False,
923,True,,False,transformation error,False,
924,True,,False,transformation error,False,
925,True,,False,transformation error,False,
926,True,,False,transformation error,False,
927,True,,False,transformation error,False,
928,True,,False,transformation error,False,
929,True,,False,transformation error,False,
930,True,,False,transformation error,False,
931,True,,False,transformation error,False,
932,True,,False,transformation error,False,
933,True,,False,transformation error,False,
934,True,,False,transformation error,False,
935,True,,False,transformation error,False,
936,True,,False,transformation error,False,
937,True,,False,transformation error,False,
938,True,,False,transformation error,False,
939,True,,False,transformation error,False,
940,True,,False,transformation error,False,
941,True,,False,transformation error,False,
942,True,,False,transformation error,False,
943,True,,False,transformation error,False,
944,True,,False,transformation error,False,
945,True,,False,transformation error,False,
946,True,,False,transformation error,False,
947,True,,False,transformation error,False,
948,True,,False,transformation error,False,
949,True,,False,transformation error,False,
950,True,,False,transformation error,False,
951,True,,False,transformation error,False,
952,True,,False,transformation error,False,
953,True,,False,transformation error,False,
954,True,,False,transformation error,False,
955,True,,False,transformation error,False,
956,True,,False,transformation error,False,
957,True,,False,transformation error,False,
958,True,,False,transformation error,False,
959,True,,False,transformation error,False,
960,True,,False,transformation error,False,
961,True,,False,transformation error,False,
962,True,,False,transformation error,False,
963,True,,False,transformation error,False,
964,True,,False,transformation error,False,
965,True,,False,transformation error,False,
966,True,,False,transformation error,False,
967,True,,False,transformation error,False,
968,True,,False,transformation error,False,
969,True,,False,transformation error,False,
970,True,,False,transformation error,False,
971,True,,False,transformation error,False,
972,True,,False,transformation error,False,
973,True,,False,transformation error,False,
974,True,,False,transformation error,False,
975,True,,False,transformation error,False,
976,True,,False,transformation error,False,
977,True,,False,transformation error,False,
978,True,,False,transformation error,False,
980,True,,False,transformation error,False,
981,True,,False,transformation error,False,
982,True,,False,transformation error,False,
983,True,,False,transformation error,False,
984,True,,False,transformation error,False,
985,True,,False,transformation error,False,
986,True,,False,transformation error,False,
987,True,,False,transformation error,False,
988,True,,False,transformation error,False,
989,True,,False,transformation error,False,
990,True,,False,transformation error,False,
991,True,,False,transformation error,False,
992,True,,False,transformation error,False,
993,True,,False,transformation error,False,
994,True,,False,transformation error,False,
995,True,,False,transformation error,False,
996,True,,False,transformation error,False,
997,True,,False,transformation error,False,
998,True,,False,transformation error,False,
999,True,,False,transformation error,False,
1000,True,,False,transformation error,False,
1001,True,,False,transformation error,False,
1002,True,,False,transformation error,False,
1003,True,,False,transformation error,False,
1004,True,,False,transformation error,False,
1005,True,,False,transformation error,False,
1006,True,,False,transformation error,False,
1007,True,,True,transformation error,True,
1008,True,,False,transformation error,False,
1009,True,,False,transformation error,False,
1010,True,,False,transformation error,False,
1011,True,,False,transformation error,False,
1012,True,,False,transformation error,False,
1013,True,,False,transformation error,False,
1014,True,,False,transformation error,False,
1016,True,,False,transformation error,False,
1017,True,,False,transformation error,False,
1018,True,,False,transformation error,False,
1019,True,,False,transformation error,False,
1020,True,,False,transformation error,False,
1021,True,,False,transformation error,False,
1022,True,,False,transformation error,False,
1023,True,,False,transformation error,False,
1024,True,,False,transformation error,False,
1025,True,,False,transformation error,False,
1026,True,,False,transformation error,False,
1027,True,,False,transformation error,False,
1028,True,,False,transformation error,False,
1031,True,,False,transformation error,False,
1032,True,,False,transformation error,False,
1033,True,,False,transformation error,False,
1034,True,,False,transformation error,False,
1035,True,,False,transformation error,False,
1036,True,,False,transformation error,False,
1037,True,,False,transformation error,False,
1038,True,,False,transformation error,False,
1039,True,,False,transformation error,False,
1040,True,,False,transformation error,False,
1041,True,,False,transformation error,False,
1042,True,,False,transformation error,False,
1043,True,,False,transformation error,False,
1045,True,,False,transformation error,False,
1046,True,,True,transformation error,True,
1047,True,,False,transformation error,False,
1048,True,,False,transformation error,False,
1049,True,,False,transformation error,False,
1050,True,,False,transformation error,False,
1051,True,,False,transformation error,False,
1052,True,,False,transformation error,False,
1053,True,,False,transformation error,False,
1054,True,,False,transformation error,False,
1056,True,,False,transformation error,False,
1057,True,,False,transformation error,False,
1059,True,,False,transformation error,False,
1060,True,,False,transformation error,False,
1061,True,,False,transformation error,False,
1062,True,,False,transformation error,False,
1063,True,,False,transformation error,False,
1064,True,,False,transformation error,False,
1065,True,,False,transformation error,False,
1066,True,,False,transformation error,False,
1067,True,,False,transformation error,False,
1068,True,,False,transformation error,False,
1070,True,,False,transformation error,False,
1073,True,,False,transformation error,False,
1074,True,,False,transformation error,False,
1075,True,,False,transformation error,False,
1085,True,,False,transformation error,False,
1086,True,,False,transformation error,False,
1087,True,,False,transformation error,False,
1088,True,,False,transformation error,False,
1089,True,,False,transformation error,False,
1090,True,,False,transformation error,False,
1091,True,,False,transformation error,False,
1092,True,,False,transformation error,False,
1093,True,,False,transformation error,False,
1094,True,,False,transformation error,False,
1095,True,,False,transformation error,False,
1096,True,,False,transformation error,False,
1097,True,,False,transformation error,False,
1098,True,,False,transformation error,False,
1099,True,,False,transformation error,False,
1100,True,,False,transformation error,False,
1103,True,,False,transformation error,False,
1105,True,,False,transformation error,False,
1106,True,,False,transformation error,False,
1107,True,,False,transformation error,False,
1108,True,,False,transformation error,False,
1109,True,,False,transformation error,False,
1110,True,,False,transformation error,False,
1111,True,,False,transformation error,False,
1112,True,,False,transformation error,False,
1113,True,,True,transformation error,True,
1114,True,,False,transformation error,False,
1115,True,,False,transformation error,False,
1116,True,,False,transformation error,False,
1117,True,,False,transformation error,False,
